,country,total_cases,total_cases_with_travel_history_to_china,total_cases_with_transmission_outside_china,total_cases_with_transmission_site_under_investigation,total_deaths,date,daily_cases,daily_deaths,lat,long,region,continent
691,Philippines,3.0,3.0,0.0,0.0,1.0,2020-02-16,0.0,0.0,12.879721,121.774017,Western Pacific,Asia
692,Russian,2.0,2.0,0.0,0.0,0.0,2020-02-16,0.0,0.0,61.52401,105.318756,European,Europe
693,Singapore,72.0,22.0,49.0,1.0,0.0,2020-02-16,5.0,0.0,1.352083,103.819836,Western Pacific,Asia
694,Spain,2.0,0.0,2.0,0.0,0.0,2020-02-16,0.0,0.0,40.463667,-3.74922,European,Europe
695,SriLanka,1.0,1.0,0.0,0.0,0.0,2020-02-16,0.0,0.0,7.873054,80.771797,South East Asia,Asia
696,Sweden,1.0,1.0,0.0,0.0,0.0,2020-02-16,0.0,0.0,60.128161,18.643501,European,Europe
697,Thailand,34.0,23.0,7.0,4.0,0.0,2020-02-16,0.0,0.0,15.870032,100.992541,South East Asia,Asia
698,UAE,8.0,6.0,1.0,1.0,0.0,2020-02-16,0.0,0.0,23.424076,53.847818,Eastern Mediterranean,Asia
699,UK,9.0,2.0,7.0,0.0,0.0,2020-02-16,0.0,0.0,55.378051,-3.435973,European,Europe
700,USA,15.0,13.0,2.0,0.0,0.0,2020-02-16,0.0,0.0,37.09024,-95.712891,The Americas,North America
701,VietNam,16.0,8.0,8.0,0.0,0.0,2020-02-16,0.0,0.0,14.058324,108.277199,Western Pacific,Asia
702,Australia,15.0,12.0,3.0,0.0,0.0,2020-02-17,0.0,0.0,-25.274398,133.775136,Western Pacific,Australia
703,Belgium,1.0,1.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,50.640281,4.666715,European,Europe
704,Cambodia,1.0,1.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,12.565679,104.990963,Western Pacific,Asia
705,Canada,7.0,6.0,0.0,1.0,0.0,2020-02-17,0.0,0.0,56.130366,-106.346771,The Americas,North America
706,China,70635.0,0.0,0.0,0.0,1772.0,2020-02-17,19461.0,106.0,35.86166,104.195397,Western Pacific,Asia
707,Egypt,1.0,0.0,1.0,0.0,0.0,2020-02-17,0.0,0.0,26.820553,30.802498,Eastern Mediterranean,Asia
708,Finland,1.0,1.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,61.92411,25.748151,European,Europe
709,France,12.0,5.0,7.0,0.0,1.0,2020-02-17,0.0,0.0,46.227638,2.213749,European,Europe
710,Germany,16.0,2.0,14.0,0.0,0.0,2020-02-17,0.0,0.0,51.165691,10.451526,European,Europe
711,India,3.0,3.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,20.593684,78.96288,South East Asia,Asia
712,Italy,3.0,3.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,41.87194,12.56738,European,Europe
713,Japan,59.0,26.0,33.0,0.0,1.0,2020-02-17,6.0,0.0,36.204824,138.252924,Western Pacific,Asia
714,Korea,30.0,13.0,14.0,3.0,0.0,2020-02-17,1.0,0.0,40.339852,127.510093,Western Pacific,Asia
715,Malaysia,22.0,17.0,4.0,1.0,0.0,2020-02-17,0.0,0.0,4.210484,101.975766,Western Pacific,Asia
716,Nepal,1.0,1.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,28.394857,84.124008,South East Asia,Asia
717,Philippines,3.0,3.0,0.0,0.0,1.0,2020-02-17,0.0,0.0,12.879721,121.774017,Western Pacific,Asia
718,Russian,2.0,2.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,61.52401,105.318756,European,Europe
719,Singapore,75.0,22.0,52.0,1.0,0.0,2020-02-17,3.0,0.0,1.352083,103.819836,Western Pacific,Asia
720,Spain,2.0,0.0,2.0,0.0,0.0,2020-02-17,0.0,0.0,40.463667,-3.74922,European,Europe
721,SriLanka,1.0,1.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,7.873054,80.771797,South East Asia,Asia
722,Sweden,1.0,1.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,60.128161,18.643501,European,Europe
723,Thailand,35.0,23.0,7.0,5.0,0.0,2020-02-17,1.0,0.0,15.870032,100.992541,South East Asia,Asia
724,UAE,9.0,6.0,2.0,1.0,0.0,2020-02-17,1.0,0.0,23.424076,53.847818,Eastern Mediterranean,Asia
725,UK,9.0,2.0,7.0,0.0,0.0,2020-02-17,0.0,0.0,55.378051,-3.435973,European,Europe
726,USA,15.0,13.0,2.0,0.0,0.0,2020-02-17,0.0,0.0,37.09024,-95.712891,The Americas,North America
727,VietNam,16.0,8.0,8.0,0.0,0.0,2020-02-17,0.0,0.0,14.058324,108.277199,Western Pacific,Asia
